0,-1.5,2.4,1,0,0
0,-1.4946,2.4109,1,0,0
0,-1.489,2.4212,1,0,0
0,-1.4832,2.4309,1,0,0
0,-1.4774,2.4399,1,0,0
0,-1.4715,2.4482,1,0,0
0,-1.4656,2.4559,1,0,0
0,-1.4596,2.463,1,0,0
0,-1.4537,2.4694,1,0,0
0,-1.4477,2.4752,1,0,0
0,-1.4419,2.4804,1,0,0
0,-1.4362,2.4849,1,0,0
0,-1.4305,2.4887,1,0,0
0,-1.4251,2.4919,1,0,0
0,-1.4198,2.4945,1,0,0
0,-1.4147,2.4964,1,0,0
0,-1.4099,2.4977,1,0,0
0,-1.4053,2.4984,1,0,0
0,-1.401,2.4984,1,0,0
0,-1.3971,2.4977,1,0,0
0,-1.3934,2.4964,1,0,0
0,-1.3902,2.4945,1,0,0
0,-1.3874,2.4919,1,0,0
0,-1.385,2.4887,1,0,0
0,-1.383,2.4849,1,0,0
0,-1.3816,2.4804,1,0,0
0,-1.3806,2.4752,1,0,0
0,-1.3802,2.4694,1,0,0
0,-1.3804,2.463,1,0,0
0,-1.3812,2.4559,1,0,0
0,-1.3826,2.4482,1,0,0
0,-1.3846,2.4399,1,0,0
0,-1.3874,2.4309,1,0,0
0,-1.3908,2.4212,1,0,0
0,-1.395,2.4109,1,0,0
0,-1.4,2.4,1,0,0
0.071548,-1.4984,2.4,-0.99887,-0.047532,-9.1859e-05
0.071288,-1.493,2.4109,-0.99887,-0.047532,-9.1859e-05
0.071021,-1.4874,2.4212,-0.99887,-0.047499,-0.00011025
0.070748,-1.4816,2.4309,0.99885,0.047841,-0.00010054
0.07047,-1.4758,2.4399,0.99886,0.04782,-9.0744e-05
0.070189,-1.4699,2.4482,0.99885,0.047856,-0.0001163
0.069905,-1.464,2.4559,-0.99887,-0.047552,-0.00011883
0.069621,-1.458,2.463,-0.99887,-0.04759,-0.00010292
0.069337,-1.4521,2.4694,0.99886,0.04784,-0.00014534
0.069056,-1.4462,2.4752,0.99886,0.047811,-0.00011725
0.068777,-1.4404,2.4804,-0.99887,-0.047597,-0.00011913
0.068503,-1.4346,2.4849,-0.99888,-0.047393,-0.00042678
0.068235,-1.429,2.4887,0.99886,0.047793,-0.00018156
0.067975,-1.4236,2.4919,0.99885,0.047896,-0.00040024
0.067723,-1.4183,2.4945,0.99886,0.047782,-0.00019061
0.06748,-1.4132,2.4964,-0.99887,-0.047619,-0.00035058
0.067249,-1.4084,2.4977,-0.99886,-0.047636,-0.00037553
0.067031,-1.4038,2.4984,0.99886,0.047673,-0.00014082
0.066827,-1.3995,2.4984,0.99886,0.047653,-8.1626e-05
0.066638,-1.3956,2.4977,0.99886,0.047643,-0.00016709
0.066465,-1.3919,2.4964,0.99886,0.047746,7.132e-05
0.066311,-1.3887,2.4945,0.99886,0.047746,7.1297e-05
0.066175,-1.3859,2.4919,0.99886,0.047742,4.5299e-05
0.066061,-1.3835,2.4887,-0.99886,-0.04773,-5.3178e-05
0.065968,-1.3815,2.4849,0.99886,0.047776,5.5936e-05
0.065899,-1.3801,2.4804,-0.99887,-0.047499,4.1124e-05
0.065854,-1.3791,2.4752,-0.99887,-0.047533,4.0867e-05
0.065835,-1.3787,2.4694,-0.99887,-0.047519,2.8342e-05
0.065843,-1.3789,2.463,0.99886,0.047815,-2.8308e-05
0.06588,-1.3797,2.4559,0.99886,0.047784,-3.1115e-05
0.065947,-1.3811,2.4482,0.99886,0.047819,-3.6163e-05
0.066045,-1.3832,2.4399,0.99886,0.047796,-2.7146e-05
0.066176,-1.3859,2.4309,0.99886,0.047779,-2.6725e-05
0.066341,-1.3894,2.4212,0.99886,0.04779,-3.075e-05
0.066541,-1.3935,2.4109,0.99886,0.047803,-3.5283e-05
0.066778,-1.3985,2.4,0.99886,0.047803,-3.5395e-05
0.14215,-1.4936,2.4,0.9955,0.094763,-2.7835e-05
0.14163,-1.4882,2.4109,0.9955,0.094763,-2.7835e-05
0.1411,-1.4826,2.4212,-0.9955,-0.094725,6.2042e-06
0.14056,-1.4769,2.4309,0.99546,0.095192,-0.00029214
0.14001,-1.4711,2.4399,-0.9955,-0.094734,-1.2214e-05
0.13945,-1.4652,2.4482,0.99549,0.094846,-6.982e-05
0.13888,-1.4593,2.4559,0.9955,0.094789,-1.6429e-05
0.13832,-1.4534,2.463,-0.99551,-0.094684,-7.4054e-05
0.13776,-1.4475,2.4694,-0.9955,-0.094727,-1.927e-05
0.1372,-1.4416,2.4752,-0.99553,-0.094425,-0.00036036
0.13664,-1.4358,2.4804,-0.99551,-0.094646,-9.8965e-05
0.1361,-1.4301,2.4849,0.99549,0.094841,-0.00017268
