2.994,-0.060579,0.034107,-0.95696,0.18337,0.22494
3.0585,0.037789,0.19939,-0.99732,-0.033004,0.065347
2.9364,-0.052978,0.38863,-0.83952,0.4842,-0.2465
3.0078,-0.10874,0.71718,-0.98855,-0.12535,-0.084042
2.9891,0.038923,0.85197,-0.94554,0.080014,-0.3155
2.8979,-0.017335,1.0167,-0.89957,-0.11903,-0.42024
2.9111,0.03055,1.2485,-0.90523,-0.26027,0.33588
2.97,0.073252,1.4526,-0.97046,-0.22299,-0.092085
2.9865,-0.043676,1.7356,-0.9318,0.042524,0.36047
2.7835,-0.052531,1.9339,-0.85478,0.42785,-0.29375
2.8575,0.0010952,2.0136,-0.85478,0.42785,-0.29375
2.7345,-0.036319,2.2558,-0.98038,-0.19521,-0.027424
2.7426,0.096487,2.4687,-0.96585,-0.075698,-0.24781
2.6444,0.01555,2.6478,-0.97214,0.0092905,-0.23422
2.6491,-0.080661,2.8837,-0.92887,0.053975,-0.36646
2.5306,0.093865,3.0677,-0.55902,-0.27974,-0.78054
2.4928,0.013719,3.2234,-0.98107,0.058405,-0.18462
2.4532,0.037491,3.4065,-0.88785,0.15849,-0.43198
2.4309,-0.020586,3.6661,-0.87128,-0.40371,-0.27909
2.4708,-0.041997,3.9616,-0.69294,0.72087,0.01326
2.3563,-0.00338,4.0683,-0.70808,-0.2056,-0.67553
2.1995,0.044945,4.2137,-0.82442,0.16178,-0.54236
2.2004,-0.017997,4.4492,-0.99406,-0.064261,-0.08785
2.1494,0.0089662,4.5888,-0.95711,0.28301,-0.062081
2.0304,-0.0063738,4.8063,-0.84586,0.28078,-0.45352
1.953,0.044533,5.0991,-0.84658,-0.29074,-0.44584
1.9659,-0.038661,5.3198,-0.82274,-0.47193,-0.31683
1.8829,-0.036162,5.429,-0.72282,-0.538,-0.43369
1.8142,0.092692,5.6592,-0.45406,0.08305,-0.88709
1.7643,-0.086939,5.8554,-0.84284,0.51481,-0.15678
1.6777,0.0014981,6.0675,-0.76333,-0.61615,-0.1941
1.6224,0.017761,6.2854,-0.84418,-0.20541,-0.49513
1.5026,-0.075266,6.5091,-0.31702,-0.93806,0.1398
1.4716,-0.030647,6.7044,-0.13446,-0.96573,-0.22201
1.4046,-0.063396,6.8348,-0.46729,0.84829,0.24911
1.3884,-0.040346,7.081,-0.92117,0.16436,0.35274
1.3214,0.073328,7.2133,-0.53925,-0.60544,0.58536
1.351,-0.0016159,7.5206,-0.93363,-0.11165,-0.34039
1.2872,0.010747,7.739,-0.28307,0.87776,0.38654
1.1279,-0.018886,7.8481,-0.20311,-0.94383,-0.26063
1.2861,0.0046011,8.1284,-0.1232,-0.82021,-0.55863
1.1086,0.062433,8.3218,-0.97385,-0.0041228,-0.22716
1.1086,0.039228,8.4564,-0.99284,-0.086586,-0.082244
1.0488,-0.055867,8.6242,-0.15983,0.76818,0.61996
0.95632,-0.042513,8.923,-0.67811,-0.65601,0.3314
1.0033,-0.017469,9.0607,-0.85678,-0.040949,0.51406
0.91086,-0.080717,9.319,-0.79119,-0.17729,-0.58531
1.0453,0.019493,9.4206,-0.59747,0.30221,-0.74277
0.95471,-0.036848,9.7129,-0.58103,-0.5803,-0.57066
1.0067,0.024416,9.9153,-0.9747,-0.028307,0.22173
0.948,-0.019431,10.185,-0.477,-0.87738,0.051689
0.85712,-0.01346,10.305,-0.91262,-0.068477,0.40303
1.0928,0.14849,10.585,-0.95551,-0.24814,-0.15945
1.0706,-0.0080821,10.642,-0.85707,0.1333,-0.49766
1.0652,0.055807,10.895,-0.87936,0.35878,0.31306
1.0594,0.051267,11.023,-0.98655,-0.071096,0.14722
1.124,-0.064858,11.284,-0.41732,-0.27694,-0.86553
1.096,0.042174,11.513,-0.96516,0.2026,0.1656
1.1425,0.049946,11.837,-0.86404,-0.17272,0.47287
1.2488,-0.051006,11.96,-0.89194,-0.078113,0.44536
1.2205,-0.041197,12.038,-0.65074,0.58268,-0.48686
1.3143,-0.056464,12.356,-0.93841,0.2095,0.27477
1.3256,-0.021498,12.569,-0.69271,-0.28815,0.66115
1.3834,0.067647,12.68,-0.55438,-0.6644,0.50123
1.4516,-0.048758,12.92,-0.9492,0.29789,-0.10137
1.367,0.0097082,13.128,-0.59623,-0.10256,0.79624
1.5366,0.0414,13.342,-0.75509,0.12249,0.64408
1.5793,0.00083313,13.475,-0.93109,0.19236,0.30993
1.6161,-0.030006,13.627,-0.90005,0.31527,0.30087
1.739,0.06479,13.962,-0.91498,-0.32741,0.23584
1.8173,0.024717,14.247,-0.11497,-0.78227,-0.61223
1.6985,0.033864,14.328,-0.77486,-0.62676,-0.082281
1.8776,-0.015807,14.553,-0.6595,-0.42644,0.61904
1.9341,0.0081923,14.771,-0.9859,0.16682,0.013003
2.0229,0.042576,15.031,-0.85968,-0.37129,0.35085
2.1096,-0.064641,15.134,-0.9978,-0.064915,0.013821
2.1432,0.12252,15.321,-0.83811,0.18563,0.51294
2.1913,0.085381,15.616,-0.97454,0.12756,-0.18438
2.274,-0.020596,15.757,-0.91681,-0.07046,0.39307
2.3126,-0.081143,16.003,-0.96982,0.24307,-0.019309
2.2713,0.038849,16.174,-0.84091,-0.48949,0.23082
2.4489,-0.051132,16.386,-0.99852,-0.025876,-0.047913
2.4367,-0.04085,16.551,-0.9281,0.35913,-0.098275
2.5347,0.055076,16.751,-0.70046,0.69793,-0.14916
2.5456,0.051055,17.108,-0.83476,0.15862,0.52727
2.6714,0.050562,17.191,-0.91684,0.33565,0.21618
2.6274,0.0085645,17.363,-0.93035,0.10374,0.35168
2.6633,-0.088253,17.492,-0.95846,0.0066776,0.28515
2.8287,-0.10707,17.795,-0.9251,-0.077625,0.37171
2.8841,0.055379,18.081,-0.82352,-0.48093,-0.30087
2.7559,-0.0011057,18.252,-0.85562,-0.44988,0.25597
2.8358,0.063832,18.352,-0.59069,-0.49345,0.63843
2.8467,-0.056753,18.527,-0.99822,0.053791,-0.025903
2.9165,-0.010548,18.724,-0.93021,-0.039673,0.36489
2.9599,0.030783,18.992,-0.93587,0.35026,-0.038201
